"age","phd","educ","logwage","hs","somecoll","college","ma","govt"
31,0,18,3.44201937618241,0,0,0,1,0
38,0,12,1.8860701486993,1,0,0,0,0
39,0,18,3.6370799587538,0,0,0,1,1
46,0,12,2.7333680090865,1,0,0,0,0
48,0,16,3.31068337412132,0,0,1,0,1
47,0,16,3.52705641886832,0,0,1,0,0
41,0,12,2.04022082852655,1,0,0,0,0
45,0,14,2.79399263090294,0,1,0,0,0
37,0,16,3.16149114108725,0,0,1,0,0
45,0,16,2.26336437984076,0,0,1,0,0
37,0,14,3.17965511171492,0,1,0,0,0
38,0,13,2.23804657185647,0,1,0,0,0
40,0,12,2.09127599932684,1,0,0,0,0
46,0,16,1.38629436111989,0,0,1,0,0
50,0,16,3.12356564506388,0,0,1,0,0
48,0,14,3.44201937618241,0,1,0,0,0
39,0,16,2.69414729593322,0,0,1,0,0
37,0,16,3.36197666850887,0,0,1,0,1
43,0,16,3.24419363285249,0,0,1,0,0
49,0,12,3.17965511171492,1,0,0,0,0
41,0,13,3.91202300542815,0,1,0,0,0
46,0,16,2.85115104474288,0,0,1,0,0
43,0,16,4.25806469306551,0,0,1,0,0
47,0,12,3.09006795271274,1,0,0,0,0
42,1,20,5.08474326624998,0,0,0,0,0
46,0,16,4.01256423465002,0,0,1,0,0
47,0,16,2.57018040687909,0,0,1,0,0
44,0,13,2.99573227355399,0,1,0,0,0
37,0,18,3.58512021982308,0,0,0,1,0
40,0,16,4.27826740038303,0,0,1,0,0
35,0,16,1.38629436111989,0,0,1,0,0
37,0,18,3.17965511171492,0,0,0,1,1
36,1,20,3.38395557522765,0,0,0,0,0
37,0,16,3.58512021982308,0,0,1,0,1
40,0,12,1.38629436111989,1,0,0,0,0
46,0,12,2.66882948794893,1,0,0,0,0
34,0,16,3.17965511171492,0,0,1,0,0
48,0,13,4.23744540586277,0,1,0,0,0
45,0,16,3.54429822530283,0,0,1,0,0
34,0,14,2.95651156040071,0,1,0,0,0
39,0,16,1.6094379124341,0,0,1,0,0
44,0,16,3.36197666850887,0,0,1,0,0
44,0,18,3.76744177661704,0,0,0,1,0
37,0,13,2.85115104474288,0,1,0,0,0
42,0,16,2.63492793627325,0,0,1,0,0
47,0,18,3.54429822530283,0,0,0,1,0
49,0,16,4.09594584358907,0,0,1,0,0
40,0,16,3.49689598640824,0,0,1,0,0
33,0,12,3.51612734833613,1,0,0,0,0
41,0,16,3.40849668414377,0,0,1,0,0
35,0,18,3.51612734833613,0,0,0,1,0
31,0,16,1.90668943590203,0,0,1,0,1
30,0,16,3.98613097758187,0,0,1,0,0
40,0,16,3.13883311719466,0,0,1,0,0
40,0,13,3.29298379702192,0,1,0,0,0
42,0,12,2.66882948794893,1,0,0,0,0
40,0,13,3.27500165449447,0,1,0,0,0
40,0,16,3.44201937618241,0,0,1,0,0
49,0,13,3.41042905189482,0,1,0,0,0
34,0,13,2.70805020110221,0,1,0,0,0
30,0,13,3.29298379702192,0,1,0,0,0
48,0,16,3.38666928109925,0,0,1,0,0
35,0,16,4.05512384906882,0,0,1,0,0
33,0,18,3.5983654465731,0,0,0,1,1
46,0,16,3.51612734833613,0,0,1,0,0
37,0,14,1.78239171922445,0,1,0,0,0
41,0,18,2.48650793115497,0,0,0,1,0
47,0,13,3.53187570530427,0,1,0,0,0
43,0,13,2.95651156040071,0,1,0,0,0
48,0,12,2.66882948794893,1,0,0,0,0
31,0,16,3.25969781938846,0,0,1,0,0
49,0,13,4.49695660134786,0,1,0,0,0
48,0,16,3.83198029775461,0,0,1,0,0
41,0,13,3.26712371749287,0,1,0,0,0
32,0,13,2.82298016777619,0,1,0,0,0
49,0,16,1.38629436111989,0,0,1,0,1
33,0,18,3.76746399859235,0,0,0,1,0
35,0,18,3.78942068333581,0,0,0,1,0
41,0,18,3.5580625858527,0,0,0,1,1
49,0,18,4.08791367189181,0,0,0,1,0
50,0,16,3.64965874096066,0,0,1,0,0
39,0,16,3.24419363285249,0,0,1,0,0
44,0,18,4.48256786389576,0,0,0,1,0
33,0,16,3.36197666850887,0,0,1,0,0
39,0,16,3.71028336277709,0,0,1,0,0
31,0,18,2.48650793115497,0,0,0,1,1
48,0,14,2.82298016777619,0,1,0,0,0
48,0,16,2.95651156040071,0,0,1,0,1
31,0,13,2.66879615406003,0,1,0,0,1
31,0,18,3.40811782450673,0,0,0,1,1
35,0,13,2.66882948794893,0,1,0,0,0
43,0,16,4.13516655674236,0,0,1,0,0
42,0,12,2.89197303926314,1,0,0,0,0
46,0,12,3.1594524043974,1,0,0,0,0
42,0,12,1.72722094809048,1,0,0,0,0
42,0,12,2.95651156040071,1,0,0,0,0
40,0,12,3.06472514504094,1,0,0,0,0
41,0,18,1.42118162012033,0,0,0,1,1
41,0,16,3.61950876400977,0,0,1,0,1
40,0,12,2.59983661646198,1,0,0,0,0
48,0,12,2.28138288534344,1,0,0,0,0
45,0,12,1.38629436111989,1,0,0,0,0
36,0,12,2.66882948794893,1,0,0,0,0
33,0,12,2.7333680090865,1,0,0,0,0
34,0,12,2.63492793627325,1,0,0,0,0
50,0,18,3.87280229227486,0,0,0,1,0
44,0,12,3.27500165449447,1,0,0,0,1
38,0,16,1.38629436111989,0,0,1,0,0
48,0,12,2.95651156040071,1,0,0,0,0
36,0,13,4.20927452889608,0,1,0,0,0
48,0,14,3.96811247207919,0,1,0,0,0
38,0,12,3.27496529151924,1,0,0,0,0
47,0,12,2.86120138059639,1,0,0,0,0
39,0,16,2.82298016777619,0,0,1,0,0
34,0,12,2.12043018897941,1,0,0,0,0
39,0,16,2.87646885272717,0,0,1,0,0
38,0,18,3.7043836406499,0,0,0,1,0
41,0,16,3.4673371841667,0,0,1,0,0
48,0,16,3.39834431267975,0,0,1,0,0
31,0,16,3.00530172457014,0,0,1,0,0
39,0,16,3.64965874096066,0,0,1,0,0
39,0,16,3.67435135355103,0,0,1,0,0
39,0,13,3.8548645915882,0,1,0,0,0
31,0,16,3.17965511171492,0,0,1,0,0
41,0,18,4.13516655674236,0,0,0,1,1
40,0,18,3.60492284711926,0,0,0,1,0
39,0,16,3.17965511171492,0,0,1,0,0
36,0,16,2.26336437984076,0,0,1,0,0
42,0,14,2.95651156040071,0,1,0,0,0
41,1,20,3.38777436133001,0,0,0,0,0
34,0,16,3.64965874096066,0,0,1,0,0
31,0,16,4.24436584870735,0,0,1,0,0
43,0,13,3.55434856115633,0,1,0,0,0
37,0,18,3.3693567758065,0,0,0,1,0
34,0,16,3.34516955019249,0,0,1,0,1
38,0,16,3.32423634052603,0,0,1,0,0
49,0,18,4.05512384906882,0,0,0,1,0
39,0,14,3.51612734833613,0,1,0,0,1
39,0,16,3.96811247207919,0,0,1,0,0
40,0,16,3.76744177661704,0,0,1,0,0
38,0,12,2.19722457733622,1,0,0,0,0
31,0,12,3.36197666850887,1,0,0,0,0
38,0,16,2.7333680090865,0,0,1,0,0
46,0,18,4.27826740038303,0,0,0,1,0
32,0,16,3.51612734833613,0,0,1,0,0
38,0,12,1.8578992717326,1,0,0,0,0
41,0,13,2.63805782928218,0,1,0,0,0
33,0,16,3.44201937618241,0,0,1,0,0
39,0,18,3.26399626014867,0,0,0,1,0
41,0,14,2.93119375241642,0,1,0,0,0
44,1,20,4.27826740038303,0,0,0,0,0
49,0,12,1.38629436111989,1,0,0,0,0
38,0,12,2.15800386418294,1,0,0,0,0
31,0,13,3.91202300542815,0,1,0,0,0
30,0,16,3.27496529151924,0,0,1,0,0
40,0,16,2.95651156040071,0,0,1,0,1
31,0,14,3.39476649133186,0,1,0,0,0
31,0,14,3.17965511171492,0,1,0,0,0
48,0,18,4.36260854881678,0,0,0,1,0
37,0,18,2.95651156040071,0,0,0,1,1
44,0,18,5.72910028264049,0,0,0,1,0
43,0,13,1.38629436111989,0,1,0,0,0
48,0,16,1.38629436111989,0,0,1,0,0
47,0,18,3.34516955019249,0,0,0,1,0
50,0,12,3.17182328059731,1,0,0,0,0
45,0,13,3.64965874096066,0,1,0,0,0
43,0,16,3.25661615285105,0,0,1,0,1
40,0,16,4.16048436472665,0,0,1,0,0
36,0,16,3.58778333724257,0,0,1,0,0
47,1,20,3.36197666850887,0,0,0,0,0
35,0,14,2.80622935735137,0,1,0,0,0
37,0,12,3.58512021982308,1,0,0,0,1
36,0,13,2.43041846450393,0,1,0,0,1
49,0,16,3.64965874096066,0,0,1,0,0
43,0,14,3.11777970799683,0,1,0,0,0
32,0,16,2.81341071676004,0,0,1,0,0
44,0,12,1.38629436111989,1,0,0,0,0
32,0,16,3.76744177661704,0,0,1,0,1
42,0,14,3.17965511171492,0,1,0,0,0
32,0,18,1.52939520476056,0,0,0,1,0
34,0,13,1.38629436111989,0,1,0,0,0
33,0,16,3.17965511171492,0,0,1,0,0
49,0,18,3.06187207605854,0,0,0,1,1
45,0,13,3.58512021982308,0,1,0,0,1
32,0,12,2.48650793115497,1,0,0,0,0
39,0,13,3.2188758248682,0,1,0,0,0
47,0,16,2.95651156040071,0,0,1,0,1
42,0,16,4.02122229739314,0,0,1,0,0
36,0,18,3.48713981146288,0,0,0,1,0
44,0,13,2.94393277819385,0,1,0,0,0
40,0,12,2.70805020110221,1,0,0,0,0
49,0,13,2.77258872223978,0,1,0,0,0
34,0,14,1.38629436111989,0,1,0,0,0
38,0,12,2.78809290877575,1,0,0,0,0
34,0,18,3.56264736397103,0,0,0,1,0
34,0,13,1.38629436111989,0,1,0,0,0
34,0,16,2.26336437984076,0,0,1,0,0
48,0,12,2.59983661646198,1,0,0,0,0
43,0,13,2.44568593663472,0,1,0,0,0
32,0,12,2.58635326612469,1,0,0,0,0
46,0,13,3.27950044668464,0,1,0,0,0
41,0,14,3.2188758248682,0,1,0,0,0
43,0,18,3.64965874096066,0,0,0,1,0
38,0,13,3.27496529151924,0,1,0,0,0
47,1,20,3.53190070499178,0,0,0,0,1
48,0,16,3.5983654465731,0,0,1,0,0
44,0,16,2.90302287544972,0,0,1,0,0
48,0,12,3.02883222198034,1,0,0,0,0
39,0,12,2.78215817325593,1,0,0,0,0
41,0,18,4.27826740038303,0,0,0,1,0
37,0,18,3.71135230996599,0,0,0,1,0
33,0,12,2.7333680090865,1,0,0,0,0
37,0,12,2.64635663209687,1,0,0,0,0
33,0,12,3.19079285612538,1,0,0,0,0
42,0,12,4.31748811353631,1,0,0,0,0
42,0,13,1.9454935691701,0,1,0,0,0
40,0,18,3.74496892076498,0,0,0,1,0
45,1,20,4.27826740038303,0,0,0,0,0
45,0,16,3.36197666850887,0,0,1,0,1
50,0,16,3.61919953347595,0,0,1,0,0
43,1,20,3.2188758248682,0,0,0,0,0
47,0,18,4.56594947283481,0,0,0,1,0
34,0,16,3.76744177661704,0,0,1,0,0
47,0,16,4.19488579144398,0,0,1,0,0
47,0,13,2.26336437984076,0,1,0,0,0
36,0,13,2.82298016777619,0,1,0,0,0
37,0,18,3.2188758248682,0,0,0,1,1
41,0,13,3.17965511171492,0,1,0,0,0
47,0,16,3.37522189525889,0,0,1,0,0
37,0,13,3.28405116242592,0,1,0,0,1
42,0,14,2.44568593663472,0,1,0,0,0
31,0,16,3.13883311719466,0,0,1,0,0
39,0,13,1.42711635564015,0,1,0,0,0
33,0,13,2.66882948794893,0,1,0,0,0
41,0,13,3.80023159944003,0,1,0,0,0
43,0,14,3.58512021982308,0,1,0,0,1
34,0,13,2.82298016777619,0,1,0,0,0
48,0,14,3.56961603328712,0,1,0,0,0
46,0,13,3.72661978209678,0,1,0,0,0
44,0,13,3.00530172457014,0,1,0,0,1
45,0,14,3.5983654465731,0,1,0,0,0
46,0,13,3.42651518964645,0,1,0,0,0
49,0,18,2.48650793115497,0,0,0,1,1
40,0,12,3.2188758248682,1,0,0,0,0
39,0,12,2.58769173648929,1,0,0,0,1
48,0,14,3.71028336277709,0,1,0,0,0
48,0,16,3.40119738166216,0,0,1,0,0
47,0,14,2.95651156040071,0,1,0,0,0
35,0,12,3.17965511171492,1,0,0,0,0
48,0,12,2.24498540533654,1,0,0,0,0
31,0,13,2.30258509299405,0,1,0,0,0
45,0,12,2.52572864430826,1,0,0,0,0
47,0,12,2.78743523035678,1,0,0,0,0
45,0,16,3.39476649133186,0,0,1,0,0
41,0,13,3.21029208117681,0,1,0,0,1
45,0,13,1.38629436111989,0,1,0,0,0
49,0,12,2.77258872223978,1,0,0,0,0
36,0,12,2.15800386418294,1,0,0,0,0
30,0,16,2.05572501506252,0,0,1,0,1
47,0,13,3.2188758248682,0,1,0,0,0
43,0,14,3.17965511171492,0,1,0,0,0
34,0,16,2.35297653853045,0,0,1,0,0
42,0,12,2.48650793115497,1,0,0,0,0
32,0,12,2.7333680090865,1,0,0,0,1
33,0,12,4.09149149323969,1,0,0,0,1
34,0,12,2.7333680090865,1,0,0,0,1
32,0,12,1.38629436111989,1,0,0,0,0
48,0,13,3.36197666850887,0,1,0,0,0
40,0,13,3.01713618221714,0,1,0,0,1
37,0,13,3.32807511683319,0,1,0,0,0
32,0,14,2.38852752279477,0,1,0,0,1
31,0,12,2.77419000360676,1,0,0,0,1
46,0,12,3.10887492965387,1,0,0,0,0
35,1,20,1.90668943590203,0,0,0,0,0
35,0,12,1.90668943590203,1,0,0,0,0
44,0,12,2.95751106073379,1,0,0,0,0
43,0,12,2.66882948794893,1,0,0,0,0
31,0,14,2.66882948794893,0,1,0,0,0
43,0,16,3.17965511171492,0,0,1,0,0
32,0,12,1.38629436111989,1,0,0,0,0
37,0,12,3.27950044668464,1,0,0,0,0
42,0,12,2.82298016777619,1,0,0,0,0
42,0,12,2.15800386418294,1,0,0,0,0
34,0,13,2.6200393237795,0,1,0,0,0
33,0,12,1.73573163775839,1,0,0,0,0
43,0,16,4.05512384906882,0,0,1,0,0
37,0,13,2.71534950358382,0,1,0,0,0
43,0,13,2.26336437984076,0,1,0,0,1
40,0,13,2.52572864430826,0,1,0,0,0
39,0,12,3.17965511171492,1,0,0,0,0
34,0,13,2.68732407058509,0,1,0,0,1
32,0,13,2.82298016777619,0,1,0,0,1
30,0,16,2.80568867066613,0,0,1,0,1
35,1,20,4.1351819412394,0,0,0,0,1
45,0,16,1.8578992717326,0,0,1,0,0
31,0,16,3.29298379702192,0,0,1,0,1
43,0,12,3.12836181732737,1,0,0,0,0
32,0,16,2.78170883602078,0,0,1,0,0
46,0,13,2.41751505966802,0,1,0,0,0
33,0,16,3.07429459605709,0,0,1,0,0
39,0,13,3.32807511683319,0,1,0,0,0
44,0,16,3.29816515576392,0,0,1,0,0
38,0,12,3.47637879403587,1,0,0,0,0
44,0,12,3.09627350277587,1,0,0,0,0
44,0,12,3.07429459605709,1,0,0,0,0
37,0,12,3.00530172457014,1,0,0,0,1
39,0,12,2.82303730900074,1,0,0,0,0
39,0,12,1.67843078392105,1,0,0,0,1
32,0,12,2.95651156040071,1,0,0,0,1
31,0,12,3.17965511171492,1,0,0,0,0
35,0,16,3.24419363285249,0,0,1,0,0
42,0,16,3.69844890513009,0,0,1,0,0
50,0,13,2.65926003693278,0,1,0,0,0
32,0,13,3.62434093297637,0,1,0,0,0
45,0,13,2.85115104474288,0,1,0,0,0
41,0,14,2.93119375241642,0,1,0,0,0
37,0,13,2.76413966775325,0,1,0,0,0
45,0,14,3.02883222198034,0,1,0,0,0
44,0,14,4.00383055468127,0,1,0,0,0
46,0,14,3.1594524043974,0,1,0,0,0
32,0,16,2.66882948794893,0,0,1,0,0
35,0,18,3.17965511171492,0,0,0,1,0
38,0,16,3.44201937618241,0,0,1,0,1
37,0,16,5.71108086804649,0,0,1,0,0
50,0,14,3.36197666850887,0,1,0,0,0
43,0,12,3.14988295338125,1,0,0,0,0
47,0,12,3.16758253048065,1,0,0,0,0
31,0,16,3.58512021982308,0,0,1,0,0
39,0,12,2.66882948794893,1,0,0,0,0
43,0,13,2.3121545440102,0,1,0,0,0
32,0,16,2.55104645229255,0,0,1,0,0
41,0,13,3.32807511683319,0,1,0,0,1
40,1,20,4.95498403954688,0,0,0,0,0
38,0,16,3.25661615285105,0,0,1,0,1
32,0,16,3.0676056079063,0,0,1,0,0
43,0,16,2.55104645229255,0,0,1,0,0
40,1,20,3.25376308386864,0,0,0,0,1
38,0,18,3.83198029775461,0,0,0,1,0
43,0,16,3.91202300542815,0,0,1,0,0
44,0,14,2.31743160111104,0,1,0,0,1
37,1,20,3.76744177661704,0,0,0,0,1
35,1,20,3.27496529151924,0,0,0,0,1
36,0,14,2.66882948794893,0,1,0,0,0
42,0,13,3.13883311719466,0,1,0,0,1
50,0,14,2.93119375241642,0,1,0,0,0
31,0,12,2.13553100833088,1,0,0,0,0
38,0,14,3.00530172457014,0,1,0,0,0
30,0,13,2.04022082852655,0,1,0,0,0
38,0,16,2.29211379312675,0,0,1,0,0
44,0,13,3.09627350277587,0,1,0,0,0
37,0,12,3.2188758248682,1,0,0,0,0
35,0,12,3.1022843866698,1,0,0,0,0
30,0,12,2.07944154167984,1,0,0,0,1
34,0,13,3.49129042518919,0,1,0,0,1
38,0,12,2.7333680090865,1,0,0,0,1
44,0,14,2.44568593663472,0,1,0,0,0
47,0,16,2.82298016777619,0,0,1,0,0
35,0,12,2.66882948794893,1,0,0,0,1
36,0,13,2.25331404398726,0,1,0,0,0
50,0,12,3.2188758248682,1,0,0,0,0
35,0,12,1.38629436111989,1,0,0,0,0
37,0,14,2.48650793115497,0,1,0,0,1
37,0,16,2.7333680090865,0,0,1,0,0
50,0,16,1.38629436111989,0,0,1,0,0
38,0,12,1.38629436111989,1,0,0,0,0
44,0,13,2.44568593663472,0,1,0,0,0
45,0,16,3.58512021982308,0,0,1,0,0
38,0,12,2.40312632221592,1,0,0,0,0
30,0,12,1.38629436111989,1,0,0,0,0
50,0,13,2.89037175789616,0,1,0,0,0
48,0,12,2.88751868891376,1,0,0,0,0
33,0,12,1.38629436111989,1,0,0,0,0
42,0,12,3.87280229227486,1,0,0,0,0
34,0,12,2.80336038090653,1,0,0,0,0
35,0,12,2.2634643748411,1,0,0,0,0
30,0,14,2.99332553352343,0,1,0,0,1
38,0,12,2.95651156040071,1,0,0,0,0
46,0,16,2.79399263090294,0,0,1,0,0
50,0,14,3.5983654465731,0,1,0,0,0
42,0,18,3.87280229227486,0,0,0,1,1
44,0,13,2.95651156040071,0,1,0,0,0
30,0,12,3.25969781938846,1,0,0,0,0
46,0,14,3.03655426807425,0,1,0,0,0
47,0,18,3.07429459605709,0,0,0,1,1
44,0,14,1.38629436111989,0,1,0,0,0
31,0,12,2.90521826601316,1,0,0,0,0
30,0,13,2.98636452355039,0,1,0,0,1
48,0,12,2.52572864430826,1,0,0,0,0
35,0,16,2.59983661646198,0,0,1,0,0
35,0,12,2.2454266791541,1,0,0,0,1
48,0,12,1.38629436111989,1,0,0,0,0
47,0,12,1.97568230738898,1,0,0,0,0
33,0,12,2.35867455964509,1,0,0,0,0
33,0,12,2.26336437984076,1,0,0,0,0
42,0,12,2.89867056071086,1,0,0,0,0
37,0,12,1.38629436111989,1,0,0,0,0
42,1,20,3.36836646660764,0,0,0,0,0
35,0,12,1.38629436111989,1,0,0,0,0
42,0,12,2.59983661646198,1,0,0,0,0
50,0,12,2.3121545440102,1,0,0,0,0
40,0,12,4.31748811353631,1,0,0,0,0
35,0,12,2.95651156040071,1,0,0,0,0
31,1,20,3.36197666850887,0,0,0,0,0
45,0,16,4.3002463071018,0,0,1,0,0
43,0,14,3.76744177661704,0,1,0,0,0
43,0,13,3.41954652033035,0,1,0,0,0
30,0,18,4.43241808021029,0,0,0,1,0
36,0,12,2.89729220074074,1,0,0,0,0
44,0,13,3.17965511171492,0,1,0,0,0
50,0,12,2.26336437984076,1,0,0,0,0
41,0,12,3.07577498122753,1,0,0,0,0
37,0,12,1.38629436111989,1,0,0,0,0
42,0,13,2.66882948794893,0,1,0,0,1
35,0,16,3.36197666850887,0,0,1,0,0
30,0,12,2.66882948794893,1,0,0,0,0
35,0,16,3.76744177661704,0,0,1,0,0
46,0,12,2.66882948794893,1,0,0,0,0
30,0,12,2.53491707036266,1,0,0,0,0
32,1,20,3.54429822530283,0,0,0,0,0
48,0,13,2.66882948794893,0,1,0,0,0
42,0,13,2.26336437984076,0,1,0,0,0
48,0,12,2.26336437984076,1,0,0,0,0
37,0,14,2.8511954881997,0,1,0,0,0
47,0,14,2.10084545034299,0,1,0,0,0
36,0,12,2.48650793115497,1,0,0,0,0
30,0,18,1.66552737908514,0,0,0,1,0
33,0,12,2.65540646761679,1,0,0,0,0
35,0,13,3.51612734833613,0,1,0,0,1
42,0,16,4.38562591870353,0,0,1,0,0
42,0,12,2.74801028582337,1,0,0,0,0
41,0,16,2.7333680090865,0,0,1,0,0
31,0,14,3.17162294001766,0,1,0,0,0
33,0,12,2.85115104474288,1,0,0,0,0
45,0,16,3.40119738166216,0,0,1,0,0
47,0,18,3.27496529151924,0,0,0,1,0
45,0,13,3.17965511171492,0,1,0,0,1
49,0,18,4.78909302414902,0,0,0,1,0
49,0,16,4.49186150048109,0,0,1,0,0
32,0,12,1.38629436111989,1,0,0,0,0
43,0,14,3.36197666850887,0,1,0,0,0
31,0,16,2.55104645229255,0,0,1,0,1
46,1,20,4.16048436472665,0,0,0,0,1
40,1,20,3.54429822530283,0,0,0,0,1
47,0,14,3.45961513807279,0,1,0,0,1
49,0,12,1.38629436111989,1,0,0,0,0
36,0,16,2.66882948794893,0,0,1,0,1
36,0,12,1.81707727721234,1,0,0,0,0
33,0,14,3.45120780223682,0,1,0,0,0
44,0,18,3.87280229227486,0,0,0,1,1
41,0,14,3.05182174020503,0,1,0,0,0
39,0,13,2.51467880812167,0,1,0,0,1
38,0,16,4.03831673075244,0,0,1,0,0
33,0,13,2.30258509299405,0,1,0,0,0
47,0,12,2.26336437984076,1,0,0,0,0
46,0,16,4.03831673075244,0,0,1,0,1
33,0,12,2.95651156040071,1,0,0,0,0
32,1,20,3.10109278921182,0,0,0,0,0
37,0,13,2.99573227355399,0,1,0,0,0
35,0,18,3.09961240404138,0,0,0,1,0
34,0,13,2.65821782735433,0,1,0,0,0
34,0,13,2.95651156040071,0,1,0,0,0
43,0,16,3.31068337412132,0,0,1,0,0
41,0,18,3.81092688855678,0,0,0,1,0
35,0,12,2.35892246279886,1,0,0,0,0
31,0,13,3.13883311719466,0,1,0,0,0
33,0,16,2.95651156040071,0,0,1,0,1
38,0,13,2.82298016777619,0,1,0,0,0
33,0,16,3.5512186681474,0,0,1,0,0
50,0,13,2.04022082852655,0,1,0,0,0
45,0,16,1.38629436111989,0,0,1,0,0
47,0,13,2.01490302054226,0,1,0,0,0
33,0,12,2.70805020110221,1,0,0,0,0
36,0,12,2.19722457733622,1,0,0,0,0
44,0,12,2.79399263090294,1,0,0,0,0
48,0,13,3.3693567758065,0,1,0,0,1
41,0,12,3.36197666850887,1,0,0,0,0
46,0,18,4.16048436472665,0,0,0,1,1
42,0,12,1.59838807624752,1,0,0,0,0
38,0,14,2.26336437984076,0,1,0,0,0
38,0,18,4.09149149323969,0,0,0,1,0
36,0,13,2.48650793115497,0,1,0,0,0
45,0,12,3.36201000128666,1,0,0,0,1
38,0,16,3.44201937618241,0,0,1,0,0
39,0,12,3.27496529151924,1,0,0,0,0
46,0,14,3.13883311719466,0,1,0,0,0
35,0,13,2.77781977165733,0,1,0,0,0
40,0,13,4.05512384906882,0,1,0,0,0
41,1,20,3.32807511683319,0,0,0,0,1
37,0,16,3.29298379702192,0,0,1,0,0
49,0,16,4.1729068847252,0,0,1,0,0
30,0,16,3.13883311719466,0,0,1,0,0
47,0,13,2.59026716544583,0,1,0,0,0
42,0,16,3.62766872306904,0,0,1,0,0
38,0,13,3.2188758248682,0,1,0,0,0
39,0,13,2.48650793115497,0,1,0,0,1
48,1,20,5.03595310208055,0,0,0,0,0
37,0,16,3.36197666850887,0,0,1,0,0
43,0,12,2.63492793627325,1,0,0,0,0
38,0,12,2.66882948794893,1,0,0,0,0
38,0,12,2.89037175789616,1,0,0,0,0
48,0,16,3.54429822530283,0,0,1,0,0
44,0,16,2.66882948794893,0,0,1,0,0
36,0,12,1.79336075059503,1,0,0,0,0
31,0,16,2.66882948794893,0,0,1,0,0
32,0,16,3.17965511171492,0,0,1,0,0
42,0,12,2.66882948794893,1,0,0,0,0
47,0,12,2.484906649788,1,0,0,0,0
31,0,16,3.27496529151924,0,0,1,0,0
39,0,13,1.38629436111989,0,1,0,0,0
35,0,13,2.48650793115497,0,1,0,0,0
50,0,13,2.48650793115497,0,1,0,0,0
50,0,12,3.27496529151924,1,0,0,0,0
45,0,12,2.95651156040071,1,0,0,0,0
44,0,14,2.5634689722911,0,1,0,0,0
47,1,20,5.71108086804649,0,0,0,0,0
36,0,16,3.27496529151924,0,0,1,0,1
42,0,18,3.51612734833613,0,0,0,1,0
49,0,16,3.87280229227486,0,0,1,0,0
42,0,12,1.75253875607477,1,0,0,0,0
33,0,16,3.78942068333581,0,0,1,0,0
47,0,12,2.86220088092947,1,0,0,0,0
44,0,12,3.00530172457014,1,0,0,0,0
35,0,16,3.24419363285249,0,0,1,0,0
36,0,16,2.29211379312675,0,0,1,0,0
41,0,12,2.90521826601316,1,0,0,0,0
33,0,13,3.36197666850887,0,1,0,0,0
37,0,12,2.95651156040071,1,0,0,0,1
49,0,16,3.58512021982308,0,0,1,0,0
50,0,16,3.29238361694989,0,0,1,0,0
39,0,14,2.93630885308319,0,1,0,0,0
32,0,13,3.40857748895978,0,1,0,0,0
32,0,13,2.13553100833088,0,1,0,0,0
45,0,12,2.484906649788,1,0,0,0,1
32,0,12,2.99573227355399,1,0,0,0,0
49,0,13,2.59983661646198,0,1,0,0,0
30,0,12,3.2188758248682,1,0,0,0,0
30,0,12,2.6200393237795,1,0,0,0,0
48,0,16,3.29298379702192,0,0,1,0,0
33,0,14,2.48650793115497,0,1,0,0,0
31,0,16,3.87280229227486,0,0,1,0,0
34,0,12,2.48650793115497,1,0,0,0,0
39,0,18,4.27826740038303,0,0,0,1,0
45,0,12,3.58512021982308,1,0,0,0,0
32,0,12,2.95651156040071,1,0,0,0,0
46,0,16,3.87280229227486,0,0,1,0,0
43,1,20,4.27826740038303,0,0,0,0,0
44,0,14,3.07429459605709,0,1,0,0,0
31,0,13,3.70043106633408,0,1,0,0,0
38,0,12,1.77234138337095,1,0,0,0,0
50,0,16,3.85032943642281,0,0,1,0,0
39,0,14,2.99003425243935,0,1,0,0,0
30,0,16,2.7333680090865,0,0,1,0,0
33,0,12,2.39689577246529,1,0,0,0,0
38,0,18,3.22584449418429,0,0,0,1,0
49,0,14,2.76076698327461,0,1,0,0,0
48,0,12,2.82298016777619,1,0,0,0,0
34,0,12,1.38629436111989,1,0,0,0,0
43,0,14,1.38629436111989,0,1,0,0,0
50,0,16,3.60907346084558,0,0,1,0,0
34,0,12,3.13371801652789,1,0,0,0,0
47,0,13,1.38629436111989,0,1,0,0,0
47,0,12,2.82298016777619,1,0,0,0,0
40,0,16,2.7333680090865,0,0,1,0,0
35,0,18,3.27496529151924,0,0,0,1,1
50,0,12,2.90521826601316,1,0,0,0,0
34,0,16,3.06187207605854,0,0,1,0,1
47,0,18,2.95651156040071,0,0,0,1,0
49,0,16,3.13883311719466,0,0,1,0,0
41,0,16,3.44201937618241,0,0,1,0,0
42,0,12,2.86689940171102,1,0,0,0,0
47,0,16,3.25969781938846,0,0,1,0,0
35,0,12,1.38629436111989,1,0,0,0,0
42,0,16,4.16048436472665,0,0,1,0,0
30,0,13,2.24286585829242,0,1,0,0,0
49,0,16,2.95651156040071,0,0,1,0,1
47,0,16,2.55104645229255,0,0,1,0,0
41,0,12,2.79399263090294,1,0,0,0,0
34,0,14,2.80236088057345,0,1,0,0,0
40,0,16,3.03655426807425,0,0,1,0,0
43,0,14,3.51612734833613,0,1,0,0,0
47,0,16,3.9215924564443,0,0,1,0,0
46,0,18,4.3428059215206,0,0,0,1,0
